t,tau,std
-2.0,0.8917752986811139,0.06391545385706089
-1.88,0.8817227815187682,0.06509448971185168
-1.7599999999999998,0.8822239890619574,0.05755457179762797
-1.6399999999999997,0.8706300850164204,0.0703559784787119
-1.5199999999999996,0.8699560362847719,0.05489676383177965
-1.4000000000000004,0.8801697890970511,0.06369804723100474
-1.2800000000000002,0.8937446893622693,0.057321255633673164
-1.1600000000000001,0.8718262376912085,0.06264388945625537
-1.04,0.8828878446968929,0.05687397966124113
-0.9199999999999999,0.8624071793465476,0.05692203018197651
-0.7999999999999998,0.8853103027381313,0.0621984500584744
-0.6799999999999997,0.8889735506176605,0.06956337112163237
-0.5600000000000005,0.8809831766562218,0.07239356228234836
-0.4399999999999995,0.8761250750050004,0.08118753970918076
-0.3200000000000003,0.8801190519619547,0.06603163778833523
-0.20000000000000018,0.8655476502666315,0.06296192988445573
-0.08000000000000007,0.8799946663110874,0.058942030271325406
0.040000000000000036,0.8999316003782968,0.06790797335749348
0.16000000000000014,0.9525725957488075,0.06842389415962807
0.27999999999999936,0.971777605686533,0.054768237593393235
0.40000000000000036,1.002145721279378,0.07864712056094973
0.5199999999999996,0.9947874075958804,0.07642959265905945
0.6399999999999997,0.98958321359355,0.06550684967150357
0.7599999999999998,0.9600092997652835,0.06338813167919799
0.8799999999999999,0.8631093924780172,0.096769763300729
1.0,0.7320851693143179,0.06912726254163869
1.12,0.675668324978279,0.06157186721466336
1.2400000000000002,0.6589192902715253,0.062284377065126934
1.3599999999999994,0.6690469019773733,0.051315351127045127
1.4800000000000004,0.7112708098668571,0.04791475106025402
1.5999999999999996,0.7415997224673739,0.04270736354938949
1.7199999999999998,0.7743019125251627,0.04259244878808568
1.8399999999999999,0.830566482209925,0.037739219108551963
1.96,0.8631139511864894,0.05633184106298089
2.08,0.8831227046342096,0.05802872338067068
2.1999999999999993,0.8814111416951607,0.06788063767844536
2.3200000000000003,0.898245675394753,0.07530560527140444
2.4399999999999995,0.876858457230482,0.06028956207076378
2.5599999999999987,0.8748083205547037,0.05158889963615358
2.6799999999999997,0.8899366624441626,0.08692749516505968
2.8000000000000007,0.8845597836603741,0.05943852884710925
2.92,0.8908364005876256,0.05988253149237184
3.039999999999999,0.8749862235713673,0.06043898759353094
3.16,0.8693201769006822,0.07764206491332866
3.2799999999999994,0.8807087139142611,0.05899654798939597
3.3999999999999986,0.869945175832235,0.0691152529462237
3.5199999999999996,0.8949206783277078,0.06873180382943125
3.6400000000000006,0.8672805137363769,0.05675763796494817
3.76,0.87181367646732,0.05772378083417089
3.879999999999999,0.8740604564894487,0.057902028347090725
4.0,0.8670401155995431,0.05268149034817329
4.120000000000001,0.8714080938729252,0.05795713761181989
4.24,0.8933928928595242,0.060456297384734334
4.359999999999999,0.8620514999507428,0.05811007714470424
4.48,0.8766016499865422,0.0783178787284685
4.6,0.8627865971206594,0.06049632930486605
4.719999999999999,0.8611774118274553,0.05547580068447382
4.84,0.8826313911123488,0.062359380006866534
4.960000000000001,0.8788345452538364,0.04899226091171521
5.08,0.8691373075665363,0.06266637601983242
5.199999999999999,0.8608399029880679,0.05801349920409354
5.32,0.8652679409396525,0.06119652579207104
5.4399999999999995,0.8694323211291011,0.06419816109106093
5.559999999999999,0.8741121748542101,0.06384623425859037
5.68,0.865968842367269,0.05553057463389936
5.800000000000001,0.8734231999647433,0.055359709897122265
5.92,0.8659363360542444,0.06135423174429432
6.039999999999999,0.8591945345375966,0.06348378470341812
6.16,0.8644340995282039,0.06410208927806631
6.279999999999999,0.8747734697464676,0.06420636724609487
6.4,0.8724755563414369,0.05966904379573185
6.52,0.8792702122170464,0.06953476786639905
6.640000000000001,0.879660903947269,0.06335882988389394
6.76,0.8642767965352941,0.05799461503655905
6.879999999999999,0.8612468344450476,0.05880029083727533
7.0,0.8832790110535673,0.06349554158790212
7.119999999999999,0.875890950869593,0.057637740759959706
7.24,0.8762397493166212,0.05849774080151914
7.359999999999999,0.875486937224386,0.059632649614889524
7.48,0.8678784646249146,0.06020914325586062
7.6,0.8642438596435529,0.057647891310653496
7.719999999999999,0.8827334757640558,0.06381355503744902
7.84,0.8847135263563022,0.062467614624898124
7.959999999999999,0.8835255683712249,0.06622688682215237
8.08,0.8877472334633628,0.059457886646198846
8.2,0.8683008496862754,0.05686577975376983
8.32,0.8642176145076336,0.07252766448241282
8.44,0.8660577371824789,0.05699816885625429
8.559999999999999,0.8746030687760137,0.06274054412110883
8.68,0.8778264229961006,0.0539326217835769
8.799999999999999,0.8823080959020454,0.06252513747766557
8.92,0.8710580705380359,0.07811954961330088
9.04,0.8743626933619477,0.06401732926354413
9.16,0.8663803393344506,0.07917598203649423
9.28,0.8615362236270298,0.0626947400083444
9.4,0.8740476878352738,0.06361485229349108
9.52,0.87486721336978,0.06651788453462835
9.639999999999999,0.875731338064047,0.06453590258873576
9.76,0.8822683416989705,0.07017936100213802
9.879999999999999,0.8737649176611774,0.05763988076760335
