t,deltaV,std
-2.0,1.1340161533329662,0.014797058851498825
-1.88,1.131680734707366,0.015715894304808273
-1.7599999999999998,1.1394103317724993,0.012566077899639911
-1.6399999999999997,1.1368636858461316,0.009624681107233444
-1.5199999999999996,1.1387411617611618,0.011543123571497503
-1.4000000000000004,1.1408462831530675,0.01824513164987398
-1.2800000000000002,1.1353686400407608,0.01501902654168109
-1.1600000000000001,1.140124426795568,0.015963762746545308
-1.04,1.1346428751525284,0.013040556603948416
-0.9199999999999999,1.1367159179478912,0.011281573828441156
-0.7999999999999998,1.1369377583606908,0.016047582817513346
-0.6799999999999997,1.1380944559979091,0.015914696124406328
-0.5600000000000005,1.1363024272865312,0.015217528912450992
-0.4399999999999995,1.1345567323901242,0.017212873753079755
-0.3200000000000003,1.1394556868403054,0.016811176343148146
-0.20000000000000018,1.1351829989020628,0.014348108282230414
-0.08000000000000007,1.147942576265649,0.018480520968511008
0.040000000000000036,1.2142763714766192,0.03644624685399978
0.16000000000000014,1.3333042448099957,0.02751536769433187
0.27999999999999936,1.4346473047071882,0.032334602857085684
0.40000000000000036,1.518378402876578,0.019072332925425428
0.5199999999999996,1.4072301392471362,0.07008131731295228
0.6399999999999997,1.227265007721007,0.042176508961161464
0.7599999999999998,1.0999729619485623,0.03891955566573364
0.8799999999999999,1.0293916411707151,0.04907060666428507
1.0,0.9599724341730865,0.03731635345224901
1.12,0.9546629757673581,0.03482990464830642
1.2400000000000002,0.9859871118996821,0.017870370796394086
1.3599999999999994,1.0381720125534977,0.016306955769600784
1.4800000000000004,1.0903703344115583,0.009374834891077872
1.5999999999999996,1.1147545967507129,0.00861988593684168
1.7199999999999998,1.1293330841228675,0.011401866680729544
1.8399999999999999,1.140201651707693,0.013277871504850998
1.96,1.139948958234974,0.011368543357459324
2.08,1.1403749394232823,0.013426927583289994
2.1999999999999993,1.1375695108656414,0.014942768417030182
2.3200000000000003,1.1367710563638014,0.016106516296713117
2.4399999999999995,1.1398620180850376,0.01917265744425838
2.5599999999999987,1.1430234850586465,0.0156852788441313
2.6799999999999997,1.1403584830518985,0.016727857535599293
2.8000000000000007,1.1416466902859566,0.014392913344534658
2.92,1.1403869881791056,0.011774772149623894
3.039999999999999,1.1416750160776825,0.015580278637485043
3.16,1.139620765717694,0.016225393758090314
3.2799999999999994,1.1385421249167849,0.014223421162647768
3.3999999999999986,1.1376385827084632,0.014226271857525107
3.5199999999999996,1.1386833517151476,0.014368729448512186
3.6400000000000006,1.139357318384628,0.013426947551212182
3.76,1.1380235038926934,0.01293330436516159
3.879999999999999,1.1407982740379854,0.012461648789529517
4.0,1.1439660981106428,0.014902378696253294
4.120000000000001,1.1348304432985534,0.01363754674525288
4.24,1.1393350706497454,0.017157890583118424
4.359999999999999,1.1462408042377394,0.015054778227676865
4.48,1.1404224111341814,0.015843227841706584
4.6,1.1350582825339264,0.012247724476299796
4.719999999999999,1.1378739206889998,0.012224563319968053
4.84,1.1388624189385812,0.014845739236796131
4.960000000000001,1.1385591175402352,0.015717964433006
5.08,1.1381909017903784,0.012414989848213733
5.199999999999999,1.1407665774171252,0.012816396125341417
5.32,1.1298857081943363,0.012676479600741327
5.4399999999999995,1.1405473083236666,0.014236750788359877
5.559999999999999,1.1344617069726919,0.011344686743757998
5.68,1.1336950827020096,0.014231264619001772
5.800000000000001,1.1390734233382451,0.014777048440032694
5.92,1.1417400102032107,0.01313176911687091
6.039999999999999,1.1369771821658747,0.014999431634782172
6.16,1.1373674340597542,0.015940721258384218
6.279999999999999,1.1347525667162304,0.010420863897636818
6.4,1.1393521795266885,0.013840900290630316
6.52,1.136195843534741,0.013239508967465386
6.640000000000001,1.1399186102398509,0.013400877368048809
6.76,1.1385292622453411,0.016086433000207265
6.879999999999999,1.1398869888404761,0.015724543920066343
7.0,1.137411691404798,0.015836207884701133
7.119999999999999,1.1355164969004683,0.015437653170881747
7.24,1.135930763411607,0.015187009054206143
7.359999999999999,1.1404919646724878,0.013201915415610827
7.48,1.1350856175790296,0.012446237933658469
7.6,1.138632182043069,0.014011049837141793
7.719999999999999,1.1406262791890385,0.015310551159085369
7.84,1.1396268825670162,0.02050103490275866
7.959999999999999,1.1428314566287063,0.015441230696611219
8.08,1.1354591234454483,0.014959092277522243
8.2,1.139714687228524,0.01452678839093369
8.32,1.1441042559447019,0.017853318329100462
8.44,1.1326217901389146,0.009604861788845322
8.559999999999999,1.1403666560265822,0.01639866008453648
8.68,1.1408466476478387,0.014645187088701906
8.799999999999999,1.136411267775474,0.016416913339673496
8.92,1.1382853942419269,0.01634013613572665
9.04,1.1350625430784436,0.012504480698304662
9.16,1.1381062408944702,0.01349737832101557
9.28,1.1419881696082106,0.017852150740914
9.4,1.1391930698376747,0.013834297424342144
9.52,1.1349784242992216,0.016588378130207256
9.639999999999999,1.1354805497616534,0.012283077559840266
9.76,1.1359481715063087,0.014381599099742244
9.879999999999999,1.1358057646096367,0.011975320730736934
