t,deltaV,std
-2.0,1.1363624503740688,0.016252751414664764
-1.88,1.1346888009074116,0.01397412610022115
-1.7599999999999998,1.1429215629571958,0.015033405780327407
-1.6399999999999997,1.1386040087205789,0.013016453876641942
-1.5199999999999996,1.1454398814071747,0.017098141751059892
-1.4000000000000004,1.1361246649446608,0.013127747319575668
-1.2800000000000002,1.1385135207810868,0.011406567216128942
-1.1600000000000001,1.134371548867708,0.012424274458670283
-1.04,1.1352634995537902,0.016496575238921028
-0.9199999999999999,1.1384802808540293,0.01710993657497605
-0.7999999999999998,1.138959817839986,0.013653620216779896
-0.6799999999999997,1.1412583820833841,0.013950673420180444
-0.5600000000000005,1.1368498968456098,0.014297516925735967
-0.4399999999999995,1.1365682607927259,0.016517961059149433
-0.3200000000000003,1.140328372751242,0.018135134801196814
-0.20000000000000018,1.1367809319286983,0.014135891716956126
-0.08000000000000007,1.1403318506626456,0.014370963124553097
0.040000000000000036,1.2261744412111417,0.03007676959964387
0.16000000000000014,1.3351481578738897,0.03318388041725782
0.27999999999999936,1.4327125889784198,0.028752414524307022
0.40000000000000036,1.514478229434925,0.018919671912420704
0.5199999999999996,1.5896773768875732,0.017228990333625113
0.6399999999999997,1.653266979056551,0.016179566665386367
0.7599999999999998,1.714565211840333,0.016174771258370694
0.8799999999999999,1.743934340315484,0.011281484654611809
1.0,1.7286459702841808,0.026403128388274705
1.12,1.7039825739863554,0.019034445244107617
1.2400000000000002,1.686484324564712,0.020567756374906498
1.3599999999999994,1.668257004762896,0.019922743177683944
1.4800000000000004,1.6601458181006756,0.022576604368199745
1.5999999999999996,1.55787821946542,0.03690703855905326
1.7199999999999998,1.3741426608670453,0.06243993834164634
1.8399999999999999,1.2228764111390429,0.06412441476611727
1.96,0.968787320374898,0.07611294425780057
2.08,0.7883539461472061,0.07537154248187239
2.1999999999999993,0.7105288307087032,0.027174038056673275
2.3200000000000003,0.7636734341352692,0.019599805074268117
2.4399999999999995,0.8276815285321809,0.01697156117957753
2.5599999999999987,0.9087211220156541,0.017186656475753955
2.6799999999999997,0.9708157992175463,0.017686464615884075
2.8000000000000007,1.031738781529832,0.018220037712939348
2.92,1.0848457304745909,0.011580937221219155
3.039999999999999,1.1157184235122923,0.007590251391815799
3.16,1.1268091535287075,0.010417339232537813
3.2799999999999994,1.1376802835253483,0.013040972169107996
3.3999999999999986,1.1373276262284837,0.013919933397835479
3.5199999999999996,1.136718413699227,0.015021168258692727
3.6400000000000006,1.1404655348070056,0.015495858149716438
3.76,1.142500765789241,0.014301606712067672
3.879999999999999,1.1413036502034741,0.012733619520479404
4.0,1.1439367686825253,0.012947781319956263
4.120000000000001,1.1347372811611394,0.01259415947644966
4.24,1.1401252310445793,0.012716023229561956
4.359999999999999,1.1389230347857977,0.013305173162917237
4.48,1.1403344603578571,0.01676750822215608
4.6,1.140885057584772,0.016642265237872544
4.719999999999999,1.1388825308294763,0.01375000992266831
4.84,1.1365000449396558,0.01397900345950852
4.960000000000001,1.1413542804791554,0.01573966466421931
5.08,1.1342437500733895,0.014119552164073231
5.199999999999999,1.1416749472350964,0.014449899139548904
5.32,1.1409115692526197,0.014399211609891013
5.4399999999999995,1.1353500959675509,0.014531118060593172
5.559999999999999,1.1379866320654024,0.012842585373094214
5.68,1.1388430159502847,0.013723595539529515
5.800000000000001,1.1429385778319476,0.015098928102855904
5.92,1.1363755594786995,0.01099354003015354
6.039999999999999,1.1412542404884682,0.014322054277972337
6.16,1.1352652835938626,0.012548570234291666
6.279999999999999,1.1402113722122778,0.015021943286163101
6.4,1.1334387284221512,0.015305097131428321
6.52,1.1388976554395858,0.012217976324744322
6.640000000000001,1.1334426173948269,0.01680637984467579
6.76,1.13768931924885,0.01671419608981817
6.879999999999999,1.1397231076987946,0.01390655869702114
7.0,1.1367620064824902,0.013810984841171346
7.119999999999999,1.1403387728367347,0.0171576268489395
7.24,1.138375755540514,0.01744642815187996
7.359999999999999,1.137693440768999,0.011440350592657378
7.48,1.1423473312342627,0.013005964726928658
7.6,1.1390715465177526,0.013063181149019765
7.719999999999999,1.141139897921323,0.016519985692716378
7.84,1.1378145471004477,0.017344262548429655
7.959999999999999,1.1377118607939465,0.014180522222099165
8.08,1.136980273781021,0.013750110666794513
8.2,1.1372505979752145,0.014321127061402452
8.32,1.139336180176185,0.013583839801232941
8.44,1.1391244873160515,0.018224203368861217
8.559999999999999,1.1349865495441802,0.01651259314135165
8.68,1.1444045403156426,0.014622582448366112
8.799999999999999,1.1374679338843605,0.015443478434484282
8.92,1.1399710699598287,0.014987414155267224
9.04,1.139808309262749,0.014995559443286056
9.16,1.1401159820664022,0.01670612309093481
9.28,1.1330293558305873,0.014238299549517351
9.4,1.138797538132234,0.017472527363261114
9.52,1.1409863593748144,0.014472000536845178
9.639999999999999,1.1391157489626254,0.02016933301066606
9.76,1.133483133561055,0.010519711019181942
9.879999999999999,1.1414458857639802,0.016544286934413534
